STT		Mã MH	Tên MH	Số tín chỉ	BB/TC	
1867		ME3043	Lò hơi và thiết bị đốt	3.0		
1868		ME3063	Công nghệ dệt kim	3.0		
1869		ME3081	Thiết bị sợi dệt	3.0		
1870		ME3115	Thiết kế trang phục 2	3.0		
1871		ME3153	Ky Thuat Dieu Hoa K/khi	3.0		
1872		ME3161	Quản lý vật tư & tồn kho	3.0		
1873		ME3201	Kỹ thuật chế tạo 3	3.0		
1874		ME3207	C/nghệ vln & gc khuônmẫu	3.0		
1875		ME3215	Tối ưu hóa &quy hoạch tn	3.0		
1876		ME3223	Quản lý dự án	3.0		
1877		ME3239	Công nghệ CNC	3.0		
1878		ME3253	Hoạch định mặt bằng	3.0		
1879		ME3281	Vật liệu học và xử lý	3.0		
1880		ME4003	Thiết kế hệ thống cơ khí	3.0		
1881		ME4015	Trung tâm nhiệt điện	3.0		
1882		ME4023	Dieudo Trong Chuoi C/ung	3.0		
1883		ME4031	Ky Thuat Dieudo (cn-htcn	3.0		
1884		ME4063	Công nghệ 4.0 trg lvck	3.0		
1885		ME4131	Kỹ thuật sấy	3.0		
1886		ME4133	Ht PLC trong robot &tđh	3.0		
1887		ME4135	Thiết kế hệ thống robot	3.0		
1888		ME4137	Đlh & đk các ht robot	3.0		
1889		ME4201	Nhập môn thịgiác máytính	3.0		
1890		ME4203	Nhập môn điều khiển hđ	3.0		
1891		ME4217	Đ/khiển các hệthốngservo	3.0		
1892		ME4611	Cải tiến chất lượng	3.0		
1893		PH1009	Vật lý 1	4.0		
1894		PH2005	Vật lý 2	4.0		
1895		TR1003	Vẽ kỹ thuật Giao thông	3.0		
1896		TR2005	Cơ học vật rắn biến dạng	3.0		
1897		TR2007	Kết cấu độngcơ đốt trong	3.0		
1898		TR2011	Khí động lực học 1	3.0		
1899		TR2013	Kết cấu ô tô	3.0		
1900		TR2033	Kỹ thuật chế tạo	3.0		
1901		TR2041	Kỹ thuật Cơ lưu chất - Nhiệt	4.0		
1902		TR3005	Lý thuyết tàuthủy 2- đlh	3.0		
1903		TR3011	Khí động lực học 2	3.0		
1904		TR3019	Thiếtbị n/lượng tàuthủy2	3.0		
1905		TR3037	Các ht trang thiếtbị tàu	3.0		
1906		TR3039	ổn định & điều khiển bay	3.0		
1907		TR3053	Thiết kế tàu thủy	3.0		
1908		TR3057	Pp phân tích kết cấu tàu	3.0		
1909		TR3121	Hệ thống điện-điệntử ôtô	3.0		
1910		TR3123	Kt k/thác &bd độngcơ-ôtô	3.0		
1911		TR3135	Phân tích kết cấu máybay	3.0		
1912		TR3137	Hệthống lực đẩy máy bay	3.0		
1913		TR4001	Kỹthuật chẩnđoán &bd đc	3.0		
1914		TR4021	Kỹthuật chẩnđoán &bd ôtô	3.0		
1915		TR4033	Kếtcấu h/không 3: chrn&m	3.0
